business_id,business_name,customer_radius_km,customer_type,supplier_dependency,seasonality,main_operational_risks,key_demand_indicators
BUS00120,Vegetable Vendor - Unit 0120,2.8,Mixed Retail & Wholesale,Seasonal supplier contracts,Summer peak (Apr-Jun),Competition from larger chains; Dependence on single supplier,Agricultural output in surrounding region; Repeat customer rate; Social media engagement/reviews
BUS00121,Vegetable Vendor - Unit 0121,1.6,Mixed Retail & Wholesale,Self-sourced/in-house production,"Low seasonality, weekday/weekend variation only",Regulatory/licensing compliance burden; Limited access to working capital credit,Local employment rate; Agricultural output in surrounding region; Competitor density in radius
BUS00122,Sweet Shop - Unit 0122,20.5,Online/E-commerce,Single supplier - high dependency,Wedding season peak (Nov-Feb),Delayed customer payments (B2B); Currency/import cost fluctuation,Seasonal festival calendar; Agricultural output in surrounding region; Local construction/real estate activity
BUS00123,Plastic Goods Manufacturer - Unit 0123,1.9,B2B - Local Businesses,Diversified supplier base - low dependency,"Back-to-school peak (Jun, Jan)",Seasonal cash flow gaps; Logistics and last-mile delivery cost; Dependence on single supplier,Social media engagement/reviews; Local employment rate; Competitor density in radius
BUS00124,Agri Input Dealer - Unit 0124,2.1,Government/Institutional Contracts,Single supplier - high dependency,Harvest-season dependent,Raw material price volatility; Regulatory/licensing compliance burden; Perishable inventory spoilage,Online order volume trend; Competitor density in radius
BUS00125,Photography Studio - Unit 0125,13.2,B2B - Local Businesses,2-3 suppliers - moderate dependency,Stable year-round demand,Dependence on single supplier; Delayed customer payments (B2B); Currency/import cost fluctuation,School/college enrollment nearby; Competitor density in radius
BUS00126,Packaging Unit - Unit 0126,21.3,Wholesale Bulk Buyers,2-3 suppliers - moderate dependency,Summer peak (Apr-Jun),Limited access to working capital credit; Logistics and last-mile delivery cost,Agricultural output in surrounding region; Average transaction value trend
BUS00127,Pharmacy - Unit 0127,9.5,B2B - Regional Distributors,Self-sourced/in-house production,"Back-to-school peak (Jun, Jan)",High employee attrition; Delayed customer payments (B2B); Limited access to working capital credit,Average transaction value trend; Online order volume trend; Competitor density in radius
BUS00128,Sweet Shop - Unit 0128,29.8,Mixed Retail & Wholesale,Diversified supplier base - low dependency,Harvest-season dependent,Seasonal cash flow gaps; High employee attrition; Logistics and last-mile delivery cost,Seasonal festival calendar; Foot traffic count
BUS00129,Vegetable Vendor - Unit 0129,17.2,Government/Institutional Contracts,Single supplier - high dependency,"Low seasonality, weekday/weekend variation only",Perishable inventory spoilage; Dependence on single supplier,Seasonal festival calendar; Average transaction value trend
BUS00130,Packaging Unit - Unit 0130,17.2,Wholesale Bulk Buyers,Single supplier - high dependency,Monsoon-dependent (Jun-Sep),Regulatory/licensing compliance burden; Raw material price volatility; Power/utility disruptions,Local employment rate; Social media engagement/reviews
BUS00131,Stationery Shop - Unit 0131,2.9,Retail - Repeat/Loyalty,Diversified supplier base - low dependency,Monsoon-dependent (Jun-Sep),Regulatory/licensing compliance burden; Dependence on single supplier,Local population growth; Agricultural output in surrounding region; Foot traffic count
BUS00132,Dairy & Milk Supplier - Unit 0132,16.2,B2B - Local Businesses,Import-dependent supply chain,Year-end/New Year spike,Logistics and last-mile delivery cost; Raw material price volatility; Dependence on single supplier,Seasonal festival calendar; Online order volume trend
BUS00133,Agri Input Dealer - Unit 0133,2,Government/Institutional Contracts,Self-sourced/in-house production,Stable year-round demand,High employee attrition; Perishable inventory spoilage; Dependence on single supplier,Online order volume trend; Local employment rate
BUS00134,Vegetable Vendor - Unit 0134,24.6,Retail - Repeat/Loyalty,Self-sourced/in-house production,"Low seasonality, weekday/weekend variation only",Currency/import cost fluctuation; Delayed customer payments (B2B),Agricultural output in surrounding region; Local population growth
BUS00135,Dairy & Milk Supplier - Unit 0135,8,Online/E-commerce,2-3 suppliers - moderate dependency,Harvest-season dependent,Currency/import cost fluctuation; Limited access to working capital credit,Social media engagement/reviews; Competitor density in radius
BUS00136,Restaurant - Unit 0136,20.4,Government/Institutional Contracts,Seasonal supplier contracts,High demand Oct-Dec (festive season),Competition from larger chains; Raw material price volatility; Power/utility disruptions,Seasonal festival calendar; Foot traffic count; Competitor density in radius
BUS00137,Event Planning Service - Unit 0137,0.9,Retail - Repeat/Loyalty,Seasonal supplier contracts,Wedding season peak (Nov-Feb),Raw material price volatility; Regulatory/licensing compliance burden,School/college enrollment nearby; Local population growth; Average transaction value trend
BUS00138,Cloud Kitchen - Unit 0138,15.8,B2B - Local Businesses,Single supplier - high dependency,Year-end/New Year spike,Perishable inventory spoilage; High employee attrition,Online order volume trend; Foot traffic count
BUS00139,Furniture Store - Unit 0139,5,Government/Institutional Contracts,Self-sourced/in-house production,"Back-to-school peak (Jun, Jan)",Currency/import cost fluctuation; High employee attrition,Competitor density in radius; Foot traffic count; Agricultural output in surrounding region
BUS00140,Hardware Store - Unit 0140,1.1,Wholesale Bulk Buyers,Self-sourced/in-house production,Year-end/New Year spike,Regulatory/licensing compliance burden; Seasonal cash flow gaps; Competition from larger chains,Competitor density in radius; Social media engagement/reviews; Seasonal festival calendar
BUS00141,Event Planning Service - Unit 0141,1.1,Retail - Repeat/Loyalty,Self-sourced/in-house production,Summer peak (Apr-Jun),Regulatory/licensing compliance burden; Dependence on single supplier; Currency/import cost fluctuation,School/college enrollment nearby; Seasonal festival calendar; Agricultural output in surrounding region
BUS00142,Print & Copy Shop - Unit 0142,27.2,B2B - Local Businesses,Import-dependent supply chain,Year-end/New Year spike,Competition from larger chains; Raw material price volatility; Regulatory/licensing compliance burden,Seasonal festival calendar; School/college enrollment nearby; Foot traffic count
BUS00143,Restaurant - Unit 0143,9.5,B2B - Local Businesses,Single supplier - high dependency,Summer peak (Apr-Jun),Raw material price volatility; Seasonal cash flow gaps; Dependence on single supplier,School/college enrollment nearby; Competitor density in radius
BUS00144,Stationery Shop - Unit 0144,11.8,Retail - Walk-in,Seasonal supplier contracts,Summer peak (Apr-Jun),Regulatory/licensing compliance burden; Limited access to working capital credit; Competition from larger chains,Local construction/real estate activity; Local population growth
BUS00145,Grocery Wholesaler - Unit 0145,6.7,Institutional (Schools/Offices),2-3 suppliers - moderate dependency,Stable year-round demand,Limited access to working capital credit; Seasonal cash flow gaps,Social media engagement/reviews; Local employment rate; Agricultural output in surrounding region
BUS00146,Auto Repair Shop - Unit 0146,5.5,Mixed Retail & Wholesale,2-3 suppliers - moderate dependency,"Back-to-school peak (Jun, Jan)",High employee attrition; Dependence on single supplier; Seasonal cash flow gaps,Average transaction value trend; Local population growth
BUS00147,Packaging Unit - Unit 0147,18,Online/E-commerce,Import-dependent supply chain,Wedding season peak (Nov-Feb),Delayed customer payments (B2B); Limited access to working capital credit,Seasonal festival calendar; Local population growth; School/college enrollment nearby
BUS00148,Event Planning Service - Unit 0148,7,Retail - Repeat/Loyalty,2-3 suppliers - moderate dependency,Summer peak (Apr-Jun),Competition from larger chains; Raw material price volatility,Social media engagement/reviews; Local construction/real estate activity; Competitor density in radius
BUS00149,Print & Copy Shop - Unit 0149,17,Retail - Repeat/Loyalty,Single supplier - high dependency,"Back-to-school peak (Jun, Jan)",Limited access to working capital credit; Competition from larger chains; Delayed customer payments (B2B),Local employment rate; Local construction/real estate activity; Repeat customer rate
BUS00150,Salon & Spa - Unit 0150,7.4,Mixed Retail & Wholesale,Self-sourced/in-house production,"Low seasonality, weekday/weekend variation only",Seasonal cash flow gaps; Delayed customer payments (B2B); Logistics and last-mile delivery cost,Local population growth; Local employment rate
BUS00151,Grocery Wholesaler - Unit 0151,0.6,Government/Institutional Contracts,2-3 suppliers - moderate dependency,"Back-to-school peak (Jun, Jan)",Seasonal cash flow gaps; Regulatory/licensing compliance burden,Competitor density in radius; Social media engagement/reviews
BUS00152,Packaging Unit - Unit 0152,5.7,Institutional (Schools/Offices),2-3 suppliers - moderate dependency,"Low seasonality, weekday/weekend variation only",Seasonal cash flow gaps; Currency/import cost fluctuation; Perishable inventory spoilage,Social media engagement/reviews; School/college enrollment nearby
BUS00153,Electronics Retailer - Unit 0153,29.4,B2B - Local Businesses,2-3 suppliers - moderate dependency,Wedding season peak (Nov-Feb),Raw material price volatility; Dependence on single supplier,School/college enrollment nearby; Local construction/real estate activity
BUS00154,Hardware Store - Unit 0154,3.3,Wholesale Bulk Buyers,Seasonal supplier contracts,High demand Oct-Dec (festive season),Currency/import cost fluctuation; Delayed customer payments (B2B); Perishable inventory spoilage,Average transaction value trend; Online order volume trend; Local employment rate
BUS00155,Dairy & Milk Supplier - Unit 0155,12.4,Retail - Walk-in,2-3 suppliers - moderate dependency,Year-end/New Year spike,Competition from larger chains; Limited access to working capital credit; High employee attrition,Local construction/real estate activity; Local population growth; Competitor density in radius
BUS00156,Plastic Goods Manufacturer - Unit 0156,7.7,Online/E-commerce,Self-sourced/in-house production,Summer peak (Apr-Jun),Delayed customer payments (B2B); Limited access to working capital credit; Dependence on single supplier,Online order volume trend; Average transaction value trend; Repeat customer rate
BUS00157,Hardware Store - Unit 0157,13.5,Retail - Repeat/Loyalty,Single supplier - high dependency,"Back-to-school peak (Jun, Jan)",Logistics and last-mile delivery cost; Power/utility disruptions; High employee attrition,Competitor density in radius; Local construction/real estate activity
